"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","9292.89688468224","9356.694793655546","7204.128424926976","7426.36868103","7708.997500817258","9345.070294579764","9380.519004920043","9426.34178509377","7713.115355012678","7460.797114151336","7150.707131704219","9660.273266839791"
"2","9945.32202540044","10108.66126987843","7580.739694809761","7299.083661754249","7406.401205695712","9213.514810359942","9410.806220352895","9190.835827193008","7742.472688295045","7754.879102695654","7386.318936216972","9370.612963437303"
"3","9897.369406481084","10096.668718003148","7548.185569529837","7572.495984299629","7471.429166613132","9633.232581496284","9714.223960723475","9516.63903657063","7950.655732436087","7482.360403588441","7409.93521453487","9733.702343752107"
"4","9637.3928140469","9853.912620000076","7354.609664662528","7207.33263211573","7477.183182869376","9688.002963023047","9006.503025999047","9156.06189844653","7400.827167934424","7482.346530272056","7314.471237986793","9496.197717588686"
"5","10236.041386370396","10045.38156620794","7711.3279856519375","7445.795146957101","7539.59405325648","9259.667438175082","9520.68996948214","9718.569891912488","7501.276802313097","7849.096737892678","7532.867509318728","10123.449849896691"
"6","9495.681858879256","9423.6877949575","7542.845640932923","7646.282326814575","7524.506463269075","9594.05221696793","9407.299021206834","9020.908032581832","7524.019437366669","7639.279454297547","7234.709073493097","9657.165857939997"
"7","9849.075561664988","10170.738206559236","7798.217311205182","7672.569889662627","7797.205608825482","9454.394862573223","9289.96674732428","9697.473768339012","7415.203499697826","7770.343475306738","7590.486640664813","9631.585385732267"
"8","10105.289722796073","10246.640109662978","7428.901559465054","7940.9205577885705","7631.4519201297635","9202.216864059048","9763.311056416385","9510.579857771938","7799.075823721179","7777.6890980130565","7579.726529095084","10184.080774457047"
"9","9793.282455292649","10027.600993526488","7556.177436088266","7500.123135103109","7477.137668535004","9367.325932357875","10021.004062287186","9558.389420637428","7700.087135603356","7883.315823209701","7792.032289278403","10320.137422394611"
"10","10098.771559584377","10178.30465511514","7613.488904319825","7821.335734914993","7818.605175313607","9425.89757601823","9329.499590248615","9409.445066887445","7529.207111101121","7364.826827554433","7783.397365232287","9713.412993250919"
