"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","12893.102437447536","13437.535295345562","10285.705538968823","10156.011556114883","9888.009093337849","12815.073793304986","12580.61553687098","12607.563078369376","10205.430155388256","10337.110337856919","10257.222215899197","13438.325566783818"
"2","13525.024303025386","13105.42944246031","10322.699318981757","10349.34940567348","10183.243876949402","13170.852826387609","12784.874029710218","12778.80446124823","10058.718794861463","10200.835183245401","10417.708077569217","13354.932873120855"
"3","13014.834095437109","12935.749298520577","10112.034417082245","10390.741444467652","10253.879707741748","12896.54030316116","12773.378753505833","12949.683633239338","10426.457202667889","10275.382336463439","10386.771451142633","13676.398075420317"
"4","12869.562025421104","12665.16466427423","9940.644264071485","9502.817433705424","9785.014056850068","12325.646305212003","12089.22101108089","12236.226483298655","9939.345890227734","9781.322243353547","9798.454138714227","12841.485098662235"
"5","13363.284202616336","12903.85458080344","9868.159990399457","10241.740146894013","10323.359525939573","12376.877030719694","12301.328463244063","12475.105672836686","10091.20135255348","9982.310687921106","10396.76410005929","13340.363958167804"
"6","12857.91832960737","13441.406096442879","9824.020122648686","9919.604359162246","9829.733258675558","12644.352383295503","12611.920286459303","12471.132535371147","9795.092184482137","10210.354540322993","9961.651431389571","12771.492460560437"
"7","13110.571852990442","12850.396791261453","10125.58393014716","10381.677078109942","10129.921612089478","12724.066035826505","12735.565176666787","12920.413534525043","9930.784168490665","9901.748098709315","10297.938888160568","13176.735174285603"
"8","12739.952514609055","12774.191871908988","9746.65432907221","9976.6358346299","9804.63578362666","12516.264800273311","12494.40395482166","12511.564548025912","9863.845287144002","9688.020713815995","9845.941124318704","12836.966051606852"
"9","12946.349418173533","12768.3315562937","9576.656040939344","10076.389779197772","9849.672219743201","12293.857200918128","12329.804440209187","12077.180833564373","9920.13967264326","9618.749961556437","10000.59104259041","13188.030559445251"
"10","13450.431675229553","13140.007421804596","10035.7873167363","10193.230684088643","10008.371185515618","12994.788789807535","12344.170163569472","12987.48733132403","10279.971508598785","9884.204086377546","10355.688969329018","13304.154497288713"
