"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","10619.13119981201","10696.855015934512","8596.981856759192","8229.035084409827","8552.704705659035","10288.566726107876","10382.47013384539","10672.117971384865","8043.282374938028","8091.844018463257","8166.966468856856","10959.969818401758"
"2","10413.806998499826","10727.458430632818","8163.688515616406","8195.090466793212","7961.66504489184","10190.255505616768","10532.7950966617","10226.714611152816","8419.59581591378","8062.495033431754","8163.177562840235","10561.259593141267"
"3","10948.290829705325","10931.662656027725","8147.198439779734","8092.8281016788815","8202.17753305607","10127.532550884329","10241.190948584277","10224.086863543904","8332.5762671962","8190.472510556181","8504.246177447638","10540.12822011003"
"4","10763.783148171666","11190.161521653394","8507.85560997754","8177.977936286293","8654.100062803798","10130.800265460917","10403.84498310301","10233.182385648754","8310.931357188005","8220.20278068161","8333.987936075586","10773.533916185139"
"5","11175.115803129542","11405.381526723295","8303.128721566149","8740.52027000142","8468.540860689138","10469.874145480495","10292.476602669689","10636.184679081327","8536.227620024636","8388.266074185822","8223.847813113041","11358.246746736033"
"6","11183.683067309563","11102.779915624662","8777.561137713412","8545.454366277996","8767.39802087427","10421.935649620624","10868.95456577831","10817.05445322645","8567.650611332469","8719.580943983154","8840.226535087088","11294.067107221146"
"7","10929.047676923865","10585.982989198881","8434.540410216961","7885.486198285848","8130.440673459691","10211.878156472725","10355.702286706966","9826.809683907024","8300.045483455158","8083.903096898043","8065.409354013697","10507.796184848288"
"8","11026.55613775302","10388.077759236869","8421.330517856652","8513.31856185935","8348.408206509339","10029.413391029328","10468.761462366254","10329.879702642795","8425.498993925803","8166.605425691485","8533.090355229137","10885.778860294497"
"9","10633.394124313063","10669.126290343213","8537.62413627066","8588.013025535383","8583.398126853379","10370.234977430857","10725.869087139705","10912.793903732263","8451.359350311144","8459.086313993632","8446.33607783642","10794.095415663467"
"10","11244.304389427418","11044.113505151436","8796.731418479578","8909.440820377775","8901.985975097508","11197.74622165806","11173.553510473357","11035.156398983663","8465.789587327616","8655.284329130815","8389.498665041954","11289.998254968055"
