"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","9557.579186923613","9243.796847164513","7155.755502305645","6933.355784724496","6975.147400581879","8942.590349639811","8854.198087243787","9084.592602828143","7030.198122795387","7389.686658445639","7367.400195776651","9000.622741152956"
"2","9212.800467637517","9454.451391681378","7371.100557708791","7151.943187552358","6968.2479439141935","8840.102094076808","9079.678332367455","9004.384627964238","7284.034433292337","6973.855193268777","7114.702239364306","9120.874151614338"
"3","9628.1624777801","9721.522867804022","7607.802259914497","7387.8935038589","7403.770962028505","9101.056768085311","9116.955212804807","9430.288975065369","7344.607540862264","7197.330933660508","7639.1967420809115","9739.211447804331"
"4","9344.143487696281","9808.612806938892","7248.890525997067","7252.539030214563","7452.660514328368","9396.331327965188","9462.861077640116","9247.765035801001","7619.162183503104","7642.124851327331","7380.289423488504","9731.338259340951"
"5","9231.601757923327","9501.182901357968","7172.216069247055","7358.069607746805","7110.796078094225","8865.380133382","9317.000269974269","8967.521421003554","7146.660609185729","7372.824878607436","7241.970916008619","9185.47575154146"
"6","9030.022503444812","9190.771609860005","7261.411231777425","7287.457768039086","6878.8405264025705","9061.847312991154","8907.77073700474","8729.11317547481","6966.630465215781","6840.0821453413155","7240.864045852006","9116.425229504168"
"7","9400.237221387446","8862.583669869644","7105.032041334061","7183.027892072993","7132.579807601271","8742.918669585832","9036.928482553265","8972.965853305459","7101.593186223306","7251.738324888764","7238.458671538559","9095.696703389076"
"8","9629.566644582224","9831.762224261756","7295.125145091584","7302.93924818358","7107.929622808894","9448.272553024937","9450.134992672454","8950.086680304552","7323.386797340947","7215.157329214109","7154.592418450056","9195.69512638979"
"9","9304.574696934065","9477.73697686694","7306.630538621869","7466.4510824835825","7183.219311805711","9005.508737142667","8832.279883937163","8909.909996539092","7293.46147613156","7450.2785877872975","7476.049738727143","9493.519330838924"
"10","9353.116031551044","9172.369826319358","7007.04242125031","7026.558302522548","7211.232428777959","8750.814014913924","9103.84114384668","8976.579766224379","7143.94075334939","7037.2203975039665","7358.45275076508","9002.303024042725"
