"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","9333.522266141914","9680.123047156103","7019.2675170211805","7433.25258635559","7045.844766896115","9084.27349684587","8824.428947997363","9327.85286326295","7163.933761489403","7274.351643230217","7001.584370940262","9636.223870737478"
"2","8871.437377778888","9136.202287616426","6943.243994572696","7207.296049595103","6848.829118656578","8688.616683805312","9004.778466243122","8452.425710044192","7064.981668486445","6922.892108712474","7008.391308261013","8852.575978717987"
"3","8934.770874974853","8784.468662377883","6746.166519832054","6716.4962061746155","6860.613228153459","8381.047302245477","8700.062975707135","8459.258787680812","6966.942312439232","6875.478046020096","6958.881176808376","9145.19242329063"
"4","9403.178478673794","9325.625133663074","7278.330792694891","7344.533607099981","7272.322174927618","8977.292679069426","8649.667219640916","8873.129327357274","7179.649028350585","7250.027415787521","6942.510938750412","9223.222549363603"
"5","9384.135480000885","9750.213063139287","7286.444455529205","7249.563155027778","7338.308464546581","9124.631289382207","9036.705234089897","9393.053138925963","7060.439777428451","7056.107406168516","7328.836618143569","9680.670970948395"
"6","9227.856529004977","9350.39887042456","7164.775912542151","6944.023450580779","7052.723994849936","8629.296749092025","8696.588071750117","8632.399973406238","6974.639595706075","7207.89770558284","7253.060682479975","9045.458722451302"
"7","9573.319510378926","8963.68469780177","7013.405029502549","6927.024181760669","7258.464302149292","8742.026495450722","8966.963677879656","9178.099196212817","7329.29855421876","6955.705762748514","7326.800964090404","9108.805280861"
"8","8705.069839774695","8788.047190479769","6962.768339308666","6828.751044582736","6914.546353967425","8473.492132386325","8562.77516675632","8399.857062239505","6911.888583239128","6717.401006908494","6768.870342350404","8992.874729411902"
"9","9322.766289153094","8922.789864382388","6998.479324435957","7182.398235597877","6898.524948243582","8882.387641377702","9019.415338400253","8602.640104558215","7082.382524929568","6947.221646246622","7093.017594782556","9285.208656231302"
"10","9501.493819599897","9337.128738405529","7046.589619070197","7270.373024711548","7381.742691882486","8988.111440418506","9123.517719336662","8711.485299176204","7047.030533962084","7387.010733418749","7423.836369312424","9657.890965052513"
