"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","6039.854750006002","6450.636321491396","4980.378564209921","4949.38538923084","4639.976288730002","6093.769373506251","5755.828550913091","6106.754179457758","4793.288693080958","4960.1425769170755","4722.971760408603","6364.004106196673"
"2","6042.7299949753515","6085.502166373688","4636.93509933879","4591.930546646392","4845.044027989971","6084.176613312476","6087.371849175256","5668.283484118054","4740.121580997467","4410.557294040282","4583.31784967325","6323.407383790556"
"3","6237.215189586256","6386.485000661675","4883.87658471894","4937.599827695872","4993.012766228023","6156.616472284995","6241.914785732051","5985.912745016011","4929.168506115269","4816.734906180283","4734.362340883716","6152.372186752026"
"4","6126.6606753036895","6312.895365687734","4939.846829136127","4713.330450310141","4947.879855532131","5667.520925272745","6068.430761074576","5894.936252281276","4546.756958400668","4553.343275064872","4991.17195935558","5968.207448388125"
"5","6455.794450180077","6380.2178394415705","5100.5670622109665","5270.274806837084","5198.88667318141","6125.425605632177","6505.464748113818","6214.254650910003","5154.532127967128","5248.395815831404","5318.331960170696","6790.264331649211"
"6","5947.700930032609","6012.186063186639","5024.372007491853","4793.244826531981","4719.253267898192","6308.296382467941","6000.9559037805275","6026.361844317276","4946.761999854261","4820.248387777971","4979.698717142043","6123.6437756464775"
"7","6179.492714702445","5867.274217061617","4902.887248099455","4491.677566651651","4703.400751251863","6145.084115829882","5606.370625145046","5732.760117723988","4493.542927389585","4866.998884574335","4469.951799821676","6213.584514893205"
"8","6466.13537435626","6696.281343239908","5050.862416969196","4876.839790626909","5196.380703035493","6063.549315694163","6229.522309034435","6052.522287855045","5174.48253214781","5092.50117592647","4873.906814630237","6784.95912417991"
"9","6572.570489695063","6414.208049071884","5080.2403891313215","5154.652113558929","4865.011902849197","6308.1247240634275","5955.25341785805","6264.804876183316","4755.296982503221","4886.393121994079","5005.129215248357","6733.512475620356"
"10","6625.254593921959","6289.55382025266","5151.376809148543","4790.29682032543","4761.514698751514","6401.993662416097","6327.356111745385","6451.584558263663","4840.123669308579","4942.936024998443","4763.775686573179","6602.454821283812"
