"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","11354.222680790821","11749.042747414931","8851.758357911827","8538.474020423522","9100.049175770855","11080.168460744615","11214.536612326847","10684.900887717731","8986.527123952563","8736.769363685089","8894.87953830949","11784.32953791376"
"2","11113.59360349339","11433.300496362366","8519.87727915505","8421.180998770184","8395.819298033382","10534.601224416127","10650.327895122886","10978.838360012776","8569.327750207063","8545.287366664257","8659.87378303598","11114.625879657126"
"3","11422.105892594951","11405.10903505548","8675.664740225897","9034.788985487921","8718.825470050931","10987.117413827602","10864.663637799329","10870.115604316308","8933.260874455196","9204.01442857823","9186.32903606875","11905.176162698153"
"4","11814.415238071368","11687.04759283768","9159.459319916938","9089.473124057935","8636.933037658739","11134.844695526244","11002.402372532079","10893.88246085888","8568.319527971145","8995.539292256111","8701.470668999444","11311.516594890512"
"5","11550.689365248216","11578.479323783857","8821.794415882596","8744.312244214645","8867.664038992989","10758.071039097525","11231.596350760668","10841.279487511125","8645.122473436146","8578.251526122685","8631.854813067639","11249.923034510139"
"6","11040.950897267116","11525.073372421757","8558.472179448803","8680.615454434244","9019.162128212334","11147.37643851714","11131.115706582868","11017.647234337584","8699.52229651565","8884.181085004462","8673.673439586082","11323.388709937928"
"7","11401.28987504271","11405.05995678967","8687.679798953432","8692.424423384364","9170.943716499516","10898.190605153775","11165.219468200477","10936.880312576191","8872.230886476964","8855.105940194833","9143.344027765515","11419.252122001883"
"8","11535.204877346308","11254.246261036413","9059.476114126977","9083.390713023959","8755.563557058598","11302.362029574593","10913.212498803456","11153.671536467984","8794.839608376125","8839.338943872586","9017.373789241194","11332.44477765765"
"9","11107.814152662353","10749.52064373489","8269.203277123432","8474.30400210693","8279.37159544947","10793.16226015515","10367.999320603385","10835.381314606004","8389.51368037511","8697.888366904499","8611.799770485291","11072.778353416363"
"10","11228.471433818417","11336.469266522763","8528.223004999238","8386.262103308562","8519.766941297199","11011.826367099806","10853.057984090497","10778.26608614122","8636.165050028161","8401.383322202417","8583.40626788988","11170.91295591142"
