"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","5185.911436515552","5197.753654495119","4010.7841159633044","3914.55522892332","3738.813386656242","4654.056253656785","4857.694997680102","5085.238097949557","3636.421110035884","3907.76426334409","3978.191113099605","5071.209202653151"
"2","4453.916080603899","4758.534393053745","3452.4518535653056","3344.9724721522334","3578.4521516213713","4213.0976305429485","4186.312439173972","4267.26367918906","3608.9141925324957","3478.4933303878597","3348.7313728028385","4403.978651082329"
"3","4771.619197769495","4787.431564179329","3774.375259227877","3769.2944593726374","3955.5494295223625","4819.565240384679","4411.504908313751","4594.6935094167675","3881.2262751850126","3876.9021175851394","3633.1054008733167","4967.014549664307"
"4","4836.196533463192","4772.29676498908","3664.550635700985","3796.743998756107","3755.5176343255184","4853.5570611524","4892.0726846070875","5005.709564680175","3892.9171551815652","3897.2017326564996","3615.8804774802315","4843.950703611351"
"5","4982.151873495279","4769.035726030367","4037.6412123120076","3621.515560675598","3584.8994705476766","4773.5172379684645","4934.483487655192","4765.220984088529","3636.1423559693017","3642.8783253146207","3756.1884889200496","5249.948882591455"
"6","4855.460951287958","4724.4328167121475","3791.5197109879423","3678.770430939569","3727.632395738028","4989.830422950141","4832.315631866563","4845.908143695286","3680.07495110782","3929.1287599751176","3713.6316907630494","4924.157733844679"
"7","4895.656941036221","4570.56379625022","3943.4625430701326","3803.2888390942617","3693.359120747619","4537.925721954509","4580.3642635938795","4948.307851639651","3977.7408620195474","3926.997904528672","3804.3294259210734","5057.204453285004"
"8","4360.511958233941","4988.612777005126","3658.036059912778","3452.2888414401104","3612.8429428219997","4674.227791560916","4802.3039579232245","4386.917047873549","3391.01187030025","3563.0129671753903","3516.690183755389","4851.527479287346"
"9","4671.993793716694","4877.853173006438","3616.8467994185057","3702.6818743557096","3587.621325713362","4715.727185986715","4539.040859463526","4814.705762602338","3495.3453666301484","3842.0887878528147","3721.7560656485293","4932.896331007958"
"10","4653.2350531720695","4999.859348891089","3549.4549040956945","3872.003042898898","3738.7630039053374","4593.552476679138","4303.275850590773","4380.566458983995","3908.9846426209524","3454.1192281620206","3642.1799346222397","4979.284325935103"
