"Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1","12926.032698650853","12824.454732523007","9841.768972715965","9575.421471472106","9949.409490020402","12481.123712113873","11876.012660455137","11916.105995645055","9500.260541069245","9782.890845973212","9738.178547769921","12728.160896588077"
"2","12676.612907438626","12537.580450870153","9564.522921759146","9553.744543318868","9775.44998334812","11599.690160514183","11506.85239624692","12027.550136118527","9780.452428056322","9361.068905325554","9456.3505616359","12099.312076627924"
"3","12335.970307624517","12080.702450689207","9447.70500369943","9618.363821943603","9781.419965879977","12155.400124603264","11836.784193502483","12182.288988959683","9203.995796726636","9783.232597280077","9685.197939921602","12066.656003630987"
"4","12564.627022921006","12424.69127768651","9774.756391675857","9927.114773309771","9738.55424951954","11838.745559200102","12209.51518779327","12430.705626010607","9644.354952553265","9573.864165753823","9691.849967116743","12759.39081236745"
"5","12531.695125173037","12712.382938143259","9760.99382954241","9919.162346926722","9914.76732608677","12467.355933544237","12370.997403132362","12110.175636989336","10034.23631861403","9655.777854518037","9788.613875942554","13110.556495897219"
"6","12819.979150541049","12899.164394555643","9970.844162589985","9720.873831447196","10055.655884916361","12462.026192629015","12078.04970328078","12347.589017036113","9606.769289911033","9656.517800092559","9669.583026858616","12595.89362459884"
"7","12877.35942721161","12613.991558942364","9848.722792236798","9506.575979619483","9597.833294925296","11772.290895612341","12160.492860183493","11826.672614110774","9510.513152835085","9534.325473342553","9733.893228383426","12539.590776370507"
"8","11874.119708631499","12176.384729576266","9117.575082088973","9042.22398448402","9508.013063566754","11922.813216765608","11357.507287280148","11751.855751561754","8998.283177646728","9010.990438037617","9222.792372270424","11805.102064996288"
"9","12584.639021523748","12263.494545306516","9559.870468038012","9682.681883418172","9498.448196420006","11849.404550597746","12133.051811844678","12378.364518365415","9920.370836116508","9986.64118295384","9771.333469014968","12942.804945104786"
"10","12000.110981915088","11809.140698505298","9430.105522580634","9487.78663778721","9064.850420195886","11979.678319458006","11273.61101738803","11511.55099617741","9118.940950400905","9230.509304209107","9172.509444104351","11712.854405207272"
